# Time,Mouse_x,Mouse_y,Mouse_x_dist,Mouse_y_dist,Target_x,Target_y
1.166900000000000000e+04,8.402007563196373212e+02,5.242613639262376637e+02,8.402007563196373212e+02,5.242613639262376637e+02,7.730000000000000000e+02,9.730000000000000000e+02
1.167400000000000000e+04,8.402007563196373212e+02,5.242613639262376637e+02,8.402007563196373212e+02,5.242613639262376637e+02,7.730000000000000000e+02,9.730000000000000000e+02
1.167800000000000000e+04,8.402007563196373212e+02,5.242613639262376637e+02,8.402007563196373212e+02,5.242613639262376637e+02,7.730000000000000000e+02,9.730000000000000000e+02
1.168300000000000000e+04,8.402007563196373212e+02,5.242613639262376637e+02,8.402007563196373212e+02,5.242613639262376637e+02,7.730000000000000000e+02,9.730000000000000000e+02
1.168800000000000000e+04,8.402007563196373212e+02,5.242613639262376637e+02,8.402007563196373212e+02,5.242613639262376637e+02,7.730000000000000000e+02,9.730000000000000000e+02
1.169300000000000000e+04,8.402007563196373212e+02,5.242613639262376637e+02,8.402007563196373212e+02,5.242613639262376637e+02,7.730000000000000000e+02,9.730000000000000000e+02
1.169900000000000000e+04,8.402007563196373212e+02,5.242613639262376637e+02,8.402007563196373212e+02,5.242613639262376637e+02,7.730000000000000000e+02,9.730000000000000000e+02
1.170400000000000000e+04,8.402007563196373212e+02,5.242613639262376637e+02,8.402007563196373212e+02,5.242613639262376637e+02,7.730000000000000000e+02,9.730000000000000000e+02
1.170900000000000000e+04,8.402007563196373212e+02,5.242613639262376637e+02,8.402007563196373212e+02,5.242613639262376637e+02,7.730000000000000000e+02,9.730000000000000000e+02
1.171400000000000000e+04,8.402007563196373212e+02,5.242613639262376637e+02,8.402007563196373212e+02,5.242613639262376637e+02,7.730000000000000000e+02,9.730000000000000000e+02
1.171900000000000000e+04,8.402007563196373212e+02,5.242613639262376637e+02,8.402007563196373212e+02,5.242613639262376637e+02,7.730000000000000000e+02,9.730000000000000000e+02
1.172500000000000000e+04,8.402007563196373212e+02,5.242613639262376637e+02,8.402007563196373212e+02,5.242613639262376637e+02,7.730000000000000000e+02,9.730000000000000000e+02
1.172900000000000000e+04,8.402007563196373212e+02,5.242613639262376637e+02,8.402007563196373212e+02,5.242613639262376637e+02,7.730000000000000000e+02,9.730000000000000000e+02
1.173400000000000000e+04,8.402007563196373212e+02,5.242613639262376637e+02,8.402007563196373212e+02,5.242613639262376637e+02,7.730000000000000000e+02,9.730000000000000000e+02
