# Time,Mouse_x,Mouse_y,Mouse_x_dist,Mouse_y_dist,Target_x,Target_y
4.852000000000000000e+03,8.397386360737623363e+02,5.252007563196373212e+02,8.397386360737623363e+02,5.252007563196373212e+02,1.260000000000000000e+03,3.780000000000000000e+02
4.856000000000000000e+03,8.397386360737623363e+02,5.252007563196373212e+02,8.397386360737623363e+02,5.252007563196373212e+02,1.260000000000000000e+03,3.780000000000000000e+02
4.861000000000000000e+03,8.397386360737623363e+02,5.252007563196373212e+02,8.397386360737623363e+02,5.252007563196373212e+02,1.260000000000000000e+03,3.780000000000000000e+02
4.866000000000000000e+03,8.397386360737623363e+02,5.252007563196373212e+02,8.397386360737623363e+02,5.252007563196373212e+02,1.260000000000000000e+03,3.780000000000000000e+02
4.871000000000000000e+03,8.397386360737623363e+02,5.252007563196373212e+02,8.397386360737623363e+02,5.252007563196373212e+02,1.260000000000000000e+03,3.780000000000000000e+02
4.876000000000000000e+03,8.397386360737623363e+02,5.252007563196373212e+02,8.397386360737623363e+02,5.252007563196373212e+02,1.260000000000000000e+03,3.780000000000000000e+02
4.882000000000000000e+03,8.397386360737623363e+02,5.252007563196373212e+02,8.397386360737623363e+02,5.252007563196373212e+02,1.260000000000000000e+03,3.780000000000000000e+02
4.886000000000000000e+03,8.397386360737623363e+02,5.252007563196373212e+02,8.397386360737623363e+02,5.252007563196373212e+02,1.260000000000000000e+03,3.780000000000000000e+02
4.891000000000000000e+03,8.397386360737623363e+02,5.252007563196373212e+02,8.397386360737623363e+02,5.252007563196373212e+02,1.260000000000000000e+03,3.780000000000000000e+02
4.896000000000000000e+03,8.397386360737623363e+02,5.252007563196373212e+02,8.397386360737623363e+02,5.252007563196373212e+02,1.260000000000000000e+03,3.780000000000000000e+02
4.902000000000000000e+03,8.397386360737623363e+02,5.252007563196373212e+02,8.397386360737623363e+02,5.252007563196373212e+02,1.260000000000000000e+03,3.780000000000000000e+02
4.908000000000000000e+03,8.397386360737623363e+02,5.252007563196373212e+02,8.397386360737623363e+02,5.252007563196373212e+02,1.260000000000000000e+03,3.780000000000000000e+02
4.912000000000000000e+03,8.397386360737623363e+02,5.252007563196373212e+02,8.397386360737623363e+02,5.252007563196373212e+02,1.260000000000000000e+03,3.780000000000000000e+02
4.918000000000000000e+03,8.397386360737623363e+02,5.252007563196373212e+02,8.397386360737623363e+02,5.252007563196373212e+02,1.260000000000000000e+03,3.780000000000000000e+02
4.922000000000000000e+03,8.397386360737623363e+02,5.252007563196373212e+02,8.397386360737623363e+02,5.252007563196373212e+02,1.260000000000000000e+03,3.780000000000000000e+02
4.927000000000000000e+03,8.397386360737623363e+02,5.252007563196373212e+02,8.397386360737623363e+02,5.252007563196373212e+02,1.260000000000000000e+03,3.780000000000000000e+02
4.932000000000000000e+03,8.397386360737623363e+02,5.252007563196373212e+02,8.397386360737623363e+02,5.252007563196373212e+02,1.260000000000000000e+03,3.780000000000000000e+02
4.938000000000000000e+03,8.397386360737623363e+02,5.252007563196373212e+02,8.397386360737623363e+02,5.252007563196373212e+02,1.260000000000000000e+03,3.780000000000000000e+02
4.942000000000000000e+03,8.397386360737623363e+02,5.252007563196373212e+02,8.397386360737623363e+02,5.252007563196373212e+02,1.260000000000000000e+03,3.780000000000000000e+02
4.947000000000000000e+03,8.397386360737623363e+02,5.252007563196373212e+02,8.397386360737623363e+02,5.252007563196373212e+02,1.260000000000000000e+03,3.780000000000000000e+02
4.953000000000000000e+03,8.397386360737623363e+02,5.252007563196373212e+02,8.397386360737623363e+02,5.252007563196373212e+02,1.260000000000000000e+03,3.780000000000000000e+02
4.957000000000000000e+03,8.397386360737623363e+02,5.252007563196373212e+02,8.397386360737623363e+02,5.252007563196373212e+02,1.260000000000000000e+03,3.780000000000000000e+02
4.963000000000000000e+03,8.397386360737623363e+02,5.252007563196373212e+02,8.397386360737623363e+02,5.252007563196373212e+02,1.260000000000000000e+03,3.780000000000000000e+02
4.969000000000000000e+03,8.397386360737623363e+02,5.252007563196373212e+02,8.397386360737623363e+02,5.252007563196373212e+02,1.260000000000000000e+03,3.780000000000000000e+02
4.973000000000000000e+03,8.397386360737623363e+02,5.252007563196373212e+02,8.397386360737623363e+02,5.252007563196373212e+02,1.260000000000000000e+03,3.780000000000000000e+02
4.978000000000000000e+03,8.397386360737623363e+02,5.252007563196373212e+02,8.397386360737623363e+02,5.252007563196373212e+02,1.260000000000000000e+03,3.780000000000000000e+02
4.983000000000000000e+03,8.397386360737623363e+02,5.252007563196373212e+02,8.397386360737623363e+02,5.252007563196373212e+02,1.260000000000000000e+03,3.780000000000000000e+02
4.988000000000000000e+03,8.397386360737623363e+02,5.252007563196373212e+02,8.397386360737623363e+02,5.252007563196373212e+02,1.260000000000000000e+03,3.780000000000000000e+02
4.993000000000000000e+03,8.397386360737623363e+02,5.252007563196373212e+02,8.397386360737623363e+02,5.252007563196373212e+02,1.260000000000000000e+03,3.780000000000000000e+02
4.998000000000000000e+03,8.397386360737623363e+02,5.252007563196373212e+02,8.397386360737623363e+02,5.252007563196373212e+02,1.260000000000000000e+03,3.780000000000000000e+02
5.002000000000000000e+03,8.397386360737623363e+02,5.252007563196373212e+02,8.397386360737623363e+02,5.252007563196373212e+02,1.260000000000000000e+03,3.780000000000000000e+02
5.007000000000000000e+03,8.397386360737623363e+02,5.252007563196373212e+02,8.397386360737623363e+02,5.252007563196373212e+02,1.260000000000000000e+03,3.780000000000000000e+02
5.013000000000000000e+03,8.397386360737623363e+02,5.252007563196373212e+02,8.397386360737623363e+02,5.252007563196373212e+02,1.260000000000000000e+03,3.780000000000000000e+02
5.017000000000000000e+03,8.397386360737623363e+02,5.252007563196373212e+02,8.397386360737623363e+02,5.252007563196373212e+02,1.260000000000000000e+03,3.780000000000000000e+02
5.023000000000000000e+03,8.397386360737623363e+02,5.252007563196373212e+02,8.397386360737623363e+02,5.252007563196373212e+02,1.260000000000000000e+03,3.780000000000000000e+02
5.028000000000000000e+03,8.397386360737623363e+02,5.252007563196373212e+02,8.397386360737623363e+02,5.252007563196373212e+02,1.260000000000000000e+03,3.780000000000000000e+02
5.033000000000000000e+03,8.397386360737623363e+02,5.252007563196373212e+02,8.397386360737623363e+02,5.252007563196373212e+02,1.260000000000000000e+03,3.780000000000000000e+02
5.037000000000000000e+03,8.397386360737623363e+02,5.252007563196373212e+02,8.397386360737623363e+02,5.252007563196373212e+02,1.260000000000000000e+03,3.780000000000000000e+02
5.042000000000000000e+03,8.397386360737623363e+02,5.252007563196373212e+02,8.397386360737623363e+02,5.252007563196373212e+02,1.260000000000000000e+03,3.780000000000000000e+02
5.048000000000000000e+03,8.397386360737623363e+02,5.252007563196373212e+02,8.397386360737623363e+02,5.252007563196373212e+02,1.260000000000000000e+03,3.780000000000000000e+02
5.052000000000000000e+03,8.397386360737623363e+02,5.252007563196373212e+02,8.397386360737623363e+02,5.252007563196373212e+02,1.260000000000000000e+03,3.780000000000000000e+02
5.057000000000000000e+03,8.397386360737623363e+02,5.252007563196373212e+02,8.397386360737623363e+02,5.252007563196373212e+02,1.260000000000000000e+03,3.780000000000000000e+02
5.062000000000000000e+03,8.397386360737623363e+02,5.252007563196373212e+02,8.397386360737623363e+02,5.252007563196373212e+02,1.260000000000000000e+03,3.780000000000000000e+02
5.067000000000000000e+03,8.397386360737623363e+02,5.252007563196373212e+02,8.397386360737623363e+02,5.252007563196373212e+02,1.260000000000000000e+03,3.780000000000000000e+02
5.072000000000000000e+03,8.397386360737623363e+02,5.252007563196373212e+02,8.397386360737623363e+02,5.252007563196373212e+02,1.260000000000000000e+03,3.780000000000000000e+02
5.077000000000000000e+03,8.397386360737623363e+02,5.252007563196373212e+02,8.397386360737623363e+02,5.252007563196373212e+02,1.260000000000000000e+03,3.780000000000000000e+02
5.082000000000000000e+03,8.397386360737623363e+02,5.252007563196373212e+02,8.397386360737623363e+02,5.252007563196373212e+02,1.260000000000000000e+03,3.780000000000000000e+02
5.087000000000000000e+03,8.397386360737623363e+02,5.252007563196373212e+02,8.397386360737623363e+02,5.252007563196373212e+02,1.260000000000000000e+03,3.780000000000000000e+02
5.092000000000000000e+03,8.397386360737623363e+02,5.252007563196373212e+02,8.397386360737623363e+02,5.252007563196373212e+02,1.260000000000000000e+03,3.780000000000000000e+02
5.097000000000000000e+03,8.397386360737623363e+02,5.252007563196373212e+02,8.397386360737623363e+02,5.252007563196373212e+02,1.260000000000000000e+03,3.780000000000000000e+02
5.102000000000000000e+03,8.397386360737623363e+02,5.252007563196373212e+02,8.397386360737623363e+02,5.252007563196373212e+02,1.260000000000000000e+03,3.780000000000000000e+02
5.108000000000000000e+03,8.397386360737623363e+02,5.252007563196373212e+02,8.397386360737623363e+02,5.252007563196373212e+02,1.260000000000000000e+03,3.780000000000000000e+02
5.113000000000000000e+03,8.397386360737623363e+02,5.252007563196373212e+02,8.397386360737623363e+02,5.252007563196373212e+02,1.260000000000000000e+03,3.780000000000000000e+02
5.117000000000000000e+03,8.397386360737623363e+02,5.252007563196373212e+02,8.397386360737623363e+02,5.252007563196373212e+02,1.260000000000000000e+03,3.780000000000000000e+02
5.122000000000000000e+03,8.397386360737623363e+02,5.252007563196373212e+02,8.397386360737623363e+02,5.252007563196373212e+02,1.260000000000000000e+03,3.780000000000000000e+02
5.128000000000000000e+03,8.397386360737623363e+02,5.252007563196373212e+02,8.397386360737623363e+02,5.252007563196373212e+02,1.260000000000000000e+03,3.780000000000000000e+02
5.132000000000000000e+03,8.397386360737623363e+02,5.252007563196373212e+02,8.397386360737623363e+02,5.252007563196373212e+02,1.260000000000000000e+03,3.780000000000000000e+02
5.138000000000000000e+03,8.397386360737623363e+02,5.252007563196373212e+02,8.397386360737623363e+02,5.252007563196373212e+02,1.260000000000000000e+03,3.780000000000000000e+02
5.142000000000000000e+03,8.397386360737623363e+02,5.252007563196373212e+02,8.397386360737623363e+02,5.252007563196373212e+02,1.260000000000000000e+03,3.780000000000000000e+02
5.147000000000000000e+03,8.397386360737623363e+02,5.252007563196373212e+02,8.397386360737623363e+02,5.252007563196373212e+02,1.260000000000000000e+03,3.780000000000000000e+02
5.152000000000000000e+03,8.397386360737623363e+02,5.252007563196373212e+02,8.397386360737623363e+02,5.252007563196373212e+02,1.260000000000000000e+03,3.780000000000000000e+02
5.158000000000000000e+03,8.397386360737623363e+02,5.252007563196373212e+02,8.397386360737623363e+02,5.252007563196373212e+02,1.260000000000000000e+03,3.780000000000000000e+02
5.162000000000000000e+03,8.397386360737623363e+02,5.252007563196373212e+02,8.397386360737623363e+02,5.252007563196373212e+02,1.260000000000000000e+03,3.780000000000000000e+02
5.167000000000000000e+03,8.397386360737623363e+02,5.252007563196373212e+02,8.397386360737623363e+02,5.252007563196373212e+02,1.260000000000000000e+03,3.780000000000000000e+02
5.172000000000000000e+03,8.397386360737623363e+02,5.252007563196373212e+02,8.397386360737623363e+02,5.252007563196373212e+02,1.260000000000000000e+03,3.780000000000000000e+02
5.177000000000000000e+03,8.397386360737623363e+02,5.252007563196373212e+02,8.397386360737623363e+02,5.252007563196373212e+02,1.260000000000000000e+03,3.780000000000000000e+02
5.183000000000000000e+03,8.397386360737623363e+02,5.252007563196373212e+02,8.397386360737623363e+02,5.252007563196373212e+02,1.260000000000000000e+03,3.780000000000000000e+02
5.187000000000000000e+03,8.397386360737623363e+02,5.252007563196373212e+02,8.397386360737623363e+02,5.252007563196373212e+02,1.260000000000000000e+03,3.780000000000000000e+02
5.192000000000000000e+03,8.397386360737623363e+02,5.252007563196373212e+02,8.397386360737623363e+02,5.252007563196373212e+02,1.260000000000000000e+03,3.780000000000000000e+02
5.197000000000000000e+03,8.397386360737623363e+02,5.252007563196373212e+02,8.397386360737623363e+02,5.252007563196373212e+02,1.260000000000000000e+03,3.780000000000000000e+02
5.202000000000000000e+03,8.397386360737623363e+02,5.252007563196373212e+02,8.397386360737623363e+02,5.252007563196373212e+02,1.260000000000000000e+03,3.780000000000000000e+02
5.207000000000000000e+03,8.397386360737623363e+02,5.252007563196373212e+02,8.397386360737623363e+02,5.252007563196373212e+02,1.260000000000000000e+03,3.780000000000000000e+02
5.212000000000000000e+03,8.397386360737623363e+02,5.252007563196373212e+02,8.397386360737623363e+02,5.252007563196373212e+02,1.260000000000000000e+03,3.780000000000000000e+02
5.217000000000000000e+03,8.397386360737623363e+02,5.252007563196373212e+02,8.397386360737623363e+02,5.252007563196373212e+02,1.260000000000000000e+03,3.780000000000000000e+02
5.222000000000000000e+03,8.397386360737623363e+02,5.252007563196373212e+02,8.397386360737623363e+02,5.252007563196373212e+02,1.260000000000000000e+03,3.780000000000000000e+02
5.227000000000000000e+03,8.397386360737623363e+02,5.252007563196373212e+02,8.397386360737623363e+02,5.252007563196373212e+02,1.260000000000000000e+03,3.780000000000000000e+02
5.232000000000000000e+03,8.397386360737623363e+02,5.252007563196373212e+02,8.397386360737623363e+02,5.252007563196373212e+02,1.260000000000000000e+03,3.780000000000000000e+02
5.238000000000000000e+03,8.425670631985087766e+02,5.237865427572642147e+02,8.425670631985087766e+02,5.237865427572642147e+02,1.260000000000000000e+03,3.780000000000000000e+02
5.243000000000000000e+03,8.439812767608817694e+02,5.237865427572643284e+02,8.439812767608817694e+02,5.237865427572643284e+02,1.260000000000000000e+03,3.780000000000000000e+02
5.248000000000000000e+03,8.439812767608817694e+02,5.237865427572643284e+02,8.439812767608817694e+02,5.237865427572643284e+02,1.260000000000000000e+03,3.780000000000000000e+02
5.253000000000000000e+03,8.453954903232549896e+02,5.237865427572642147e+02,8.453954903232549896e+02,5.237865427572642147e+02,1.260000000000000000e+03,3.780000000000000000e+02
5.257000000000000000e+03,8.468097038856279823e+02,5.237865427572643284e+02,8.468097038856279823e+02,5.237865427572643284e+02,1.260000000000000000e+03,3.780000000000000000e+02
5.262000000000000000e+03,8.468097038856279823e+02,5.237865427572643284e+02,8.468097038856279823e+02,5.237865427572643284e+02,1.260000000000000000e+03,3.780000000000000000e+02
5.268000000000000000e+03,8.538807716974934010e+02,5.237865427572643284e+02,8.538807716974934010e+02,5.237865427572643284e+02,1.260000000000000000e+03,3.780000000000000000e+02
5.273000000000000000e+03,8.574163056034262809e+02,5.216652224137046687e+02,8.574163056034262809e+02,5.216652224137046687e+02,1.260000000000000000e+03,3.780000000000000000e+02
5.277000000000000000e+03,8.574163056034262809e+02,5.216652224137046687e+02,8.574163056034262809e+02,5.216652224137046687e+02,1.260000000000000000e+03,3.780000000000000000e+02
5.282000000000000000e+03,8.602447327281723801e+02,5.216652224137046687e+02,8.602447327281723801e+02,5.216652224137046687e+02,1.260000000000000000e+03,3.780000000000000000e+02
5.287000000000000000e+03,8.602447327281723801e+02,5.216652224137046687e+02,8.602447327281723801e+02,5.216652224137046687e+02,1.260000000000000000e+03,3.780000000000000000e+02
5.293000000000000000e+03,8.637802666341051463e+02,5.209581156325180018e+02,8.637802666341051463e+02,5.209581156325180018e+02,1.260000000000000000e+03,3.780000000000000000e+02
5.298000000000000000e+03,8.673158005400379125e+02,5.188367952889584558e+02,8.673158005400379125e+02,5.188367952889584558e+02,1.260000000000000000e+03,3.780000000000000000e+02
5.303000000000000000e+03,8.673158005400379125e+02,5.188367952889584558e+02,8.673158005400379125e+02,5.188367952889584558e+02,1.260000000000000000e+03,3.780000000000000000e+02
5.308000000000000000e+03,8.701442276647841254e+02,5.188367952889584558e+02,8.701442276647841254e+02,5.188367952889584558e+02,1.260000000000000000e+03,3.780000000000000000e+02
5.312000000000000000e+03,8.736797615707167779e+02,5.167154749453987961e+02,8.736797615707167779e+02,5.167154749453987961e+02,1.260000000000000000e+03,3.780000000000000000e+02
5.317000000000000000e+03,8.736797615707167779e+02,5.167154749453987961e+02,8.736797615707167779e+02,5.167154749453987961e+02,1.260000000000000000e+03,3.780000000000000000e+02
5.322000000000000000e+03,8.772152954766495441e+02,5.131799410394660299e+02,8.772152954766495441e+02,5.131799410394660299e+02,1.260000000000000000e+03,3.780000000000000000e+02
5.327000000000000000e+03,8.772152954766495441e+02,5.131799410394660299e+02,8.772152954766495441e+02,5.131799410394660299e+02,1.260000000000000000e+03,3.780000000000000000e+02
5.333000000000000000e+03,8.821650429449554167e+02,5.110586206959063702e+02,8.821650429449554167e+02,5.110586206959063702e+02,1.260000000000000000e+03,3.780000000000000000e+02
5.337000000000000000e+03,8.899432175380072749e+02,5.089373003523467105e+02,8.899432175380072749e+02,5.089373003523467105e+02,1.260000000000000000e+03,3.780000000000000000e+02
5.342000000000000000e+03,8.899432175380072749e+02,5.089373003523467105e+02,8.899432175380072749e+02,5.089373003523467105e+02,1.260000000000000000e+03,3.780000000000000000e+02
5.347000000000000000e+03,8.934787514439401548e+02,5.068159800087871645e+02,8.934787514439401548e+02,5.068159800087871645e+02,1.260000000000000000e+03,3.780000000000000000e+02
5.353000000000000000e+03,9.019640328181786799e+02,5.011591257592948523e+02,9.019640328181786799e+02,5.011591257592948523e+02,1.260000000000000000e+03,3.780000000000000000e+02
5.359000000000000000e+03,9.019640328181786799e+02,5.011591257592948523e+02,9.019640328181786799e+02,5.011591257592948523e+02,1.260000000000000000e+03,3.780000000000000000e+02
5.365000000000000000e+03,9.097422074112306518e+02,4.947951647286158732e+02,9.097422074112306518e+02,4.947951647286158732e+02,1.260000000000000000e+03,3.780000000000000000e+02
5.369000000000000000e+03,9.168132752230960705e+02,4.919667376038696602e+02,9.168132752230960705e+02,4.919667376038696602e+02,1.260000000000000000e+03,3.780000000000000000e+02
5.375000000000000000e+03,9.168132752230960705e+02,4.919667376038696602e+02,9.168132752230960705e+02,4.919667376038696602e+02,1.260000000000000000e+03,3.780000000000000000e+02
5.379000000000000000e+03,9.238843430349617165e+02,4.891383104791234473e+02,9.238843430349617165e+02,4.891383104791234473e+02,1.260000000000000000e+03,3.780000000000000000e+02
5.384000000000000000e+03,9.238843430349617165e+02,4.891383104791234473e+02,9.238843430349617165e+02,4.891383104791234473e+02,1.260000000000000000e+03,3.780000000000000000e+02
5.389000000000000000e+03,9.295411972844540287e+02,4.848956697920041279e+02,9.295411972844540287e+02,4.848956697920041279e+02,1.260000000000000000e+03,3.780000000000000000e+02
5.394000000000000000e+03,9.366122650963195611e+02,4.820672426672579149e+02,9.366122650963195611e+02,4.820672426672579149e+02,1.260000000000000000e+03,3.780000000000000000e+02
5.399000000000000000e+03,9.366122650963195611e+02,4.820672426672579149e+02,9.366122650963195611e+02,4.820672426672579149e+02,1.260000000000000000e+03,3.780000000000000000e+02
5.404000000000000000e+03,9.394406922210657740e+02,4.792388155425118157e+02,9.394406922210657740e+02,4.792388155425118157e+02,1.260000000000000000e+03,3.780000000000000000e+02
5.409000000000000000e+03,9.479259735953041854e+02,4.735819612930193898e+02,9.479259735953041854e+02,4.735819612930193898e+02,1.260000000000000000e+03,3.780000000000000000e+02
5.414000000000000000e+03,9.479259735953041854e+02,4.735819612930193898e+02,9.479259735953041854e+02,4.735819612930193898e+02,1.260000000000000000e+03,3.780000000000000000e+02
5.419000000000000000e+03,9.528757210636101718e+02,4.700464273870866236e+02,9.528757210636101718e+02,4.700464273870866236e+02,1.260000000000000000e+03,3.780000000000000000e+02
5.424000000000000000e+03,9.528757210636101718e+02,4.700464273870866236e+02,9.528757210636101718e+02,4.700464273870866236e+02,1.260000000000000000e+03,3.780000000000000000e+02
5.430000000000000000e+03,9.599467888754754767e+02,4.658037866999673042e+02,9.599467888754754767e+02,4.658037866999673042e+02,1.260000000000000000e+03,3.780000000000000000e+02
5.434000000000000000e+03,9.648965363437814631e+02,4.608540392316614316e+02,9.648965363437814631e+02,4.608540392316614316e+02,1.260000000000000000e+03,3.780000000000000000e+02
